Date,Origin,Destination,Transport Mode,Quantity,Commodity
2022-10-09,Mine X,Refinery 2,Armored Truck,9,Gold
2021-02-28,Mine Y,Refinery 1,Armored Truck,1,Gold
2018-11-11,Mine Y,Refinery 1,Armored Truck,6,Gold
2018-10-21,Mine X,Refinery 2,Armored Truck,8,Gold
2022-03-27,Mine X,Refinery 2,Air Transport,8,Gold
2021-05-02,Mine X,Refinery 2,Armored Truck,7,Gold
2022-05-01,Mine X,Refinery 1,Armored Truck,2,Gold
2017-09-03,Mine X,Refinery 2,Air Transport,9,Gold
2022-05-29,Mine X,Refinery 2,Air Transport,9,Gold
2021-11-21,Mine Y,Refinery 1,Air Transport,7,Gold
2019-08-04,Mine Y,Refinery 2,Armored Truck,6,Gold
2019-01-06,Mine X,Refinery 2,Armored Truck,7,Gold
2020-11-01,Mine Y,Refinery 1,Armored Truck,4,Gold
2018-04-29,Mine Y,Refinery 1,Air Transport,1,Gold
2022-10-02,Mine Y,Refinery 2,Armored Truck,1,Gold
2017-02-26,Mine X,Refinery 1,Air Transport,4,Gold
2022-03-06,Mine Y,Refinery 2,Armored Truck,1,Gold
2018-06-17,Mine Y,Refinery 1,Air Transport,8,Gold
2019-07-07,Mine X,Refinery 2,Air Transport,5,Gold
2019-08-11,Mine Y,Refinery 2,Armored Truck,4,Gold
2021-06-13,Mine X,Refinery 2,Air Transport,1,Gold
2018-03-18,Mine Y,Refinery 1,Air Transport,3,Gold
2021-11-28,Mine Y,Refinery 2,Air Transport,7,Gold
2020-01-19,Mine X,Refinery 1,Air Transport,5,Gold
2019-07-21,Mine X,Refinery 1,Air Transport,7,Gold
2018-12-23,Mine X,Refinery 1,Armored Truck,8,Gold
2019-11-03,Mine X,Refinery 1,Armored Truck,4,Gold
2020-06-21,Mine X,Refinery 2,Air Transport,6,Gold
2020-08-16,Mine X,Refinery 2,Armored Truck,7,Gold
2017-11-26,Mine X,Refinery 2,Armored Truck,4,Gold
2020-11-29,Mine X,Refinery 2,Armored Truck,3,Gold
2019-03-17,Mine Y,Refinery 2,Air Transport,1,Gold
2020-02-09,Mine Y,Refinery 2,Air Transport,6,Gold
2018-10-14,Mine Y,Refinery 1,Armored Truck,1,Gold
2021-07-04,Mine X,Refinery 1,Armored Truck,2,Gold
2022-07-10,Mine Y,Refinery 2,Armored Truck,4,Gold
2017-08-06,Mine Y,Refinery 2,Armored Truck,7,Gold
2019-06-23,Mine Y,Refinery 2,Air Transport,9,Gold
2018-08-05,Mine Y,Refinery 2,Air Transport,2,Gold
2018-07-22,Mine X,Refinery 1,Air Transport,8,Gold
2018-03-25,Mine X,Refinery 2,Air Transport,1,Gold
2017-12-17,Mine X,Refinery 2,Air Transport,1,Gold
2018-07-15,Mine Y,Refinery 2,Armored Truck,8,Gold
2017-02-26,Mine X,Refinery 2,Air Transport,6,Gold
2019-08-11,Mine Y,Refinery 2,Armored Truck,4,Gold
2021-04-11,Mine Y,Refinery 2,Armored Truck,4,Gold
2017-09-03,Mine Y,Refinery 1,Air Transport,3,Gold
2017-11-12,Mine Y,Refinery 2,Air Transport,7,Gold
2022-06-05,Mine X,Refinery 2,Armored Truck,8,Gold
2022-10-23,Mine Y,Refinery 2,Armored Truck,7,Gold
2017-08-20,Mine X,Refinery 2,Air Transport,7,Gold
2022-09-04,Mine X,Refinery 1,Air Transport,1,Gold
2017-12-03,Mine X,Refinery 1,Armored Truck,1,Gold
2022-02-20,Mine X,Refinery 1,Armored Truck,3,Gold
2017-10-29,Mine X,Refinery 1,Air Transport,7,Gold
2020-10-25,Mine Y,Refinery 2,Air Transport,9,Gold
2021-10-31,Mine Y,Refinery 2,Air Transport,8,Gold
2017-12-24,Mine Y,Refinery 2,Air Transport,4,Gold
2019-04-14,Mine Y,Refinery 2,Armored Truck,1,Gold
2018-01-14,Mine Y,Refinery 1,Air Transport,6,Gold
2020-12-27,Mine Y,Refinery 2,Armored Truck,3,Gold
2022-08-14,Mine X,Refinery 2,Air Transport,5,Gold
2022-01-23,Mine Y,Refinery 1,Air Transport,6,Gold
2019-01-06,Mine Y,Refinery 2,Air Transport,9,Gold
2018-04-15,Mine Y,Refinery 1,Armored Truck,4,Gold
2019-08-11,Mine X,Refinery 1,Armored Truck,8,Gold
2022-12-11,Mine X,Refinery 1,Armored Truck,4,Gold
2018-11-18,Mine Y,Refinery 2,Air Transport,8,Gold
2019-08-25,Mine X,Refinery 1,Armored Truck,1,Gold
2017-01-29,Mine Y,Refinery 1,Armored Truck,7,Gold
2022-12-18,Mine Y,Refinery 1,Air Transport,1,Gold
2021-10-10,Mine Y,Refinery 2,Air Transport,7,Gold
2021-04-25,Mine X,Refinery 1,Air Transport,3,Gold
2019-11-17,Mine X,Refinery 2,Armored Truck,6,Gold
2018-08-12,Mine Y,Refinery 2,Air Transport,2,Gold
2017-03-05,Mine X,Refinery 2,Armored Truck,4,Gold
2022-11-13,Mine X,Refinery 2,Armored Truck,7,Gold
2020-09-20,Mine X,Refinery 2,Air Transport,9,Gold
2019-11-10,Mine Y,Refinery 2,Armored Truck,1,Gold
2019-01-06,Mine X,Refinery 2,Air Transport,6,Gold
2021-12-19,Mine Y,Refinery 2,Armored Truck,2,Gold
2018-06-24,Mine X,Refinery 1,Armored Truck,1,Gold
2022-12-04,Mine Y,Refinery 1,Air Transport,3,Gold
2022-12-25,Mine Y,Refinery 1,Air Transport,3,Gold
2019-02-10,Mine X,Refinery 1,Armored Truck,1,Gold
2018-07-29,Mine X,Refinery 2,Armored Truck,6,Gold
2017-06-18,Mine X,Refinery 2,Armored Truck,6,Gold
2020-12-06,Mine Y,Refinery 2,Air Transport,2,Gold
2020-11-01,Mine X,Refinery 2,Air Transport,6,Gold
2022-04-03,Mine Y,Refinery 2,Armored Truck,5,Gold
2020-09-27,Mine X,Refinery 1,Air Transport,7,Gold
2019-01-20,Mine X,Refinery 1,Air Transport,7,Gold
2017-02-19,Mine X,Refinery 1,Armored Truck,7,Gold
2022-05-08,Mine X,Refinery 1,Air Transport,6,Gold
2017-09-10,Mine X,Refinery 1,Armored Truck,9,Gold
2021-10-17,Mine X,Refinery 2,Air Transport,6,Gold
2019-09-08,Mine X,Refinery 2,Armored Truck,6,Gold
2018-06-03,Mine X,Refinery 1,Air Transport,9,Gold
2021-08-15,Mine X,Refinery 2,Air Transport,6,Gold
2019-06-16,Mine X,Refinery 1,Armored Truck,9,Gold
2017-04-02,Mine Y,Refinery 1,Air Transport,7,Gold
2020-03-08,Mine X,Refinery 1,Armored Truck,8,Gold
2020-04-12,Mine X,Refinery 2,Air Transport,1,Gold
2018-01-07,Mine X,Refinery 1,Air Transport,5,Gold
2019-06-16,Mine X,Refinery 2,Air Transport,5,Gold
2018-04-01,Mine X,Refinery 1,Air Transport,2,Gold
2018-03-11,Mine Y,Refinery 1,Air Transport,9,Gold
2019-12-01,Mine X,Refinery 2,Air Transport,3,Gold
2018-01-28,Mine Y,Refinery 1,Air Transport,1,Gold
2018-05-06,Mine X,Refinery 1,Armored Truck,9,Gold
2020-08-09,Mine Y,Refinery 2,Armored Truck,2,Gold
2018-04-08,Mine Y,Refinery 1,Air Transport,3,Gold
2020-11-15,Mine X,Refinery 1,Armored Truck,2,Gold
2018-09-23,Mine X,Refinery 1,Armored Truck,5,Gold
2018-07-15,Mine X,Refinery 2,Air Transport,6,Gold
2022-06-05,Mine Y,Refinery 1,Armored Truck,7,Gold
2021-11-14,Mine Y,Refinery 2,Armored Truck,7,Gold
2020-12-13,Mine Y,Refinery 1,Armored Truck,8,Gold
2018-02-11,Mine Y,Refinery 2,Air Transport,4,Gold
2020-08-23,Mine X,Refinery 1,Air Transport,8,Gold
2020-02-23,Mine Y,Refinery 2,Air Transport,2,Gold
2019-07-14,Mine X,Refinery 1,Armored Truck,2,Gold
2021-12-26,Mine X,Refinery 1,Armored Truck,2,Gold
2017-01-22,Mine Y,Refinery 1,Air Transport,5,Gold
2019-06-02,Mine X,Refinery 1,Armored Truck,1,Gold
2019-01-27,Mine X,Refinery 2,Air Transport,6,Gold
2019-09-15,Mine X,Refinery 1,Air Transport,5,Gold
2021-02-07,Mine Y,Refinery 2,Armored Truck,7,Gold
2020-03-08,Mine Y,Refinery 1,Armored Truck,8,Gold
2017-07-02,Mine X,Refinery 2,Armored Truck,8,Gold
2019-04-21,Mine X,Refinery 2,Air Transport,6,Gold
2021-11-21,Mine X,Refinery 2,Armored Truck,9,Gold
2021-02-07,Mine Y,Refinery 2,Armored Truck,6,Gold
2021-10-17,Mine Y,Refinery 2,Air Transport,5,Gold
2021-05-30,Mine Y,Refinery 2,Air Transport,6,Gold
2017-04-09,Mine X,Refinery 2,Armored Truck,3,Gold
2018-09-30,Mine Y,Refinery 1,Air Transport,3,Gold
2019-02-03,Mine X,Refinery 1,Air Transport,5,Gold
2021-09-19,Mine Y,Refinery 2,Armored Truck,4,Gold
2020-11-15,Mine Y,Refinery 2,Armored Truck,9,Gold
2022-06-12,Mine X,Refinery 1,Armored Truck,3,Gold
2017-01-08,Mine X,Refinery 1,Air Transport,5,Gold
2017-07-30,Mine X,Refinery 1,Air Transport,3,Gold
2021-02-21,Mine X,Refinery 1,Air Transport,7,Gold
2017-09-10,Mine Y,Refinery 1,Armored Truck,2,Gold
2022-11-27,Mine X,Refinery 2,Air Transport,4,Gold
2019-07-28,Mine X,Refinery 2,Armored Truck,5,Gold
2021-05-09,Mine X,Refinery 1,Armored Truck,5,Gold
2018-11-04,Mine X,Refinery 1,Armored Truck,1,Gold
2021-01-03,Farm C,Silo 2,Rail,478,Wheat
2019-11-24,Farm B,Silo 1,Truck,323,Wheat
2018-03-25,Farm C,Silo 3,Rail,184,Wheat
2017-11-19,Farm C,Silo 3,Rail,329,Wheat
2022-02-27,Farm A,Silo 3,Truck,296,Wheat
2022-10-30,Farm B,Silo 2,Truck,244,Wheat
2022-04-03,Farm C,Silo 2,Rail,169,Wheat
2020-10-04,Farm C,Silo 2,Rail,187,Wheat
2017-06-11,Farm C,Silo 1,Rail,150,Wheat
2019-06-02,Farm C,Silo 2,Rail,391,Wheat
2019-10-27,Farm B,Silo 2,Rail,73,Wheat
2021-10-03,Farm C,Silo 2,Rail,94,Wheat
2022-11-20,Farm B,Silo 2,Truck,373,Wheat
2019-12-15,Farm B,Silo 2,Rail,253,Wheat
2020-01-26,Farm C,Silo 1,Rail,341,Wheat
2019-05-12,Farm B,Silo 3,Rail,463,Wheat
2022-10-09,Farm C,Silo 2,Rail,214,Wheat
2022-10-30,Farm C,Silo 1,Rail,200,Wheat
2020-09-13,Farm C,Silo 3,Truck,113,Wheat
2019-07-21,Farm C,Silo 3,Rail,242,Wheat
2022-11-27,Farm A,Silo 1,Truck,481,Wheat
2020-04-05,Farm C,Silo 1,Rail,68,Wheat
2020-10-11,Farm A,Silo 2,Rail,156,Wheat
2017-03-19,Farm B,Silo 3,Rail,286,Wheat
2020-12-27,Farm C,Silo 1,Truck,133,Wheat
2021-01-31,Farm B,Silo 3,Truck,431,Wheat
2020-01-05,Farm A,Silo 2,Truck,347,Wheat
2022-02-27,Farm B,Silo 2,Truck,199,Wheat
2020-05-17,Farm C,Silo 3,Rail,54,Wheat
2019-06-09,Farm A,Silo 2,Rail,94,Wheat
2021-07-11,Farm A,Silo 3,Rail,241,Wheat
2019-02-17,Farm C,Silo 2,Rail,379,Wheat
2021-06-06,Farm B,Silo 3,Rail,66,Wheat
2017-10-22,Farm B,Silo 2,Truck,490,Wheat
2019-11-17,Farm C,Silo 2,Rail,83,Wheat
2020-08-02,Farm A,Silo 1,Rail,85,Wheat
2019-02-24,Farm B,Silo 2,Rail,73,Wheat
2022-04-10,Farm B,Silo 3,Rail,129,Wheat
2022-06-12,Farm A,Silo 3,Truck,466,Wheat
2017-06-04,Farm B,Silo 2,Rail,379,Wheat
2017-07-09,Farm C,Silo 2,Truck,462,Wheat
2017-04-02,Farm C,Silo 1,Truck,209,Wheat
2019-04-07,Farm B,Silo 1,Rail,247,Wheat
2020-05-24,Farm A,Silo 2,Rail,383,Wheat
2018-03-18,Farm B,Silo 3,Truck,249,Wheat
2020-09-06,Farm A,Silo 1,Rail,235,Wheat
2020-09-20,Farm B,Silo 3,Rail,440,Wheat
2021-12-19,Farm B,Silo 3,Rail,362,Wheat
2019-03-24,Farm C,Silo 2,Rail,339,Wheat
2017-10-08,Farm B,Silo 1,Truck,310,Wheat
2018-07-15,Farm A,Silo 3,Rail,387,Wheat
2020-01-12,Farm C,Silo 1,Rail,424,Wheat
2022-04-03,Farm C,Silo 1,Rail,496,Wheat
2017-02-05,Farm C,Silo 2,Truck,248,Wheat
2018-04-29,Farm C,Silo 2,Truck,100,Wheat
2022-06-12,Farm C,Silo 3,Rail,412,Wheat
2019-09-29,Farm C,Silo 2,Rail,312,Wheat
2018-11-18,Farm C,Silo 3,Rail,83,Wheat
2022-08-14,Farm B,Silo 2,Rail,54,Wheat
2018-05-27,Farm A,Silo 3,Rail,406,Wheat
2017-10-15,Farm B,Silo 1,Rail,224,Wheat
2021-08-22,Farm A,Silo 1,Truck,328,Wheat
2018-11-11,Farm C,Silo 3,Rail,413,Wheat
2019-06-23,Farm C,Silo 3,Rail,408,Wheat
2018-12-16,Farm C,Silo 2,Truck,367,Wheat
2019-10-27,Farm B,Silo 2,Rail,277,Wheat
2017-01-08,Farm A,Silo 3,Truck,266,Wheat
2022-01-02,Farm C,Silo 2,Rail,466,Wheat
2020-08-23,Farm A,Silo 2,Truck,231,Wheat
2020-03-29,Farm C,Silo 1,Rail,396,Wheat
2017-03-26,Farm B,Silo 2,Truck,262,Wheat
2021-04-18,Farm C,Silo 3,Truck,493,Wheat
2021-07-04,Farm B,Silo 1,Rail,463,Wheat
2017-08-06,Farm C,Silo 3,Truck,376,Wheat
2022-07-31,Farm A,Silo 2,Truck,385,Wheat
2020-11-29,Farm C,Silo 3,Truck,260,Wheat
2018-02-04,Farm B,Silo 2,Rail,448,Wheat
2020-08-02,Farm B,Silo 2,Rail,454,Wheat
2021-06-06,Farm A,Silo 3,Truck,361,Wheat
2021-12-26,Farm A,Silo 3,Truck,345,Wheat
2019-05-05,Farm C,Silo 1,Truck,398,Wheat
2019-03-31,Farm B,Silo 1,Truck,74,Wheat
2021-04-18,Farm B,Silo 2,Rail,428,Wheat
2022-08-21,Farm A,Silo 1,Rail,213,Wheat
2021-08-22,Farm B,Silo 3,Rail,365,Wheat
2017-09-10,Farm B,Silo 1,Rail,283,Wheat
2019-12-01,Farm A,Silo 3,Truck,192,Wheat
2019-07-14,Farm A,Silo 2,Rail,216,Wheat
2017-03-05,Farm C,Silo 3,Rail,403,Wheat
2022-12-18,Farm A,Silo 3,Truck,271,Wheat
2021-08-22,Farm B,Silo 1,Rail,252,Wheat
2017-12-17,Farm C,Silo 2,Rail,184,Wheat
2019-10-27,Farm A,Silo 3,Truck,228,Wheat
2018-01-21,Farm B,Silo 1,Truck,202,Wheat
2018-07-01,Farm A,Silo 3,Truck,152,Wheat
2019-05-19,Farm C,Silo 3,Rail,205,Wheat
2021-01-03,Farm C,Silo 1,Truck,306,Wheat
2021-05-23,Farm A,Silo 1,Rail,188,Wheat
2017-02-12,Farm C,Silo 1,Truck,451,Wheat
2021-11-07,Farm C,Silo 1,Rail,295,Wheat
2018-07-22,Farm B,Silo 1,Truck,174,Wheat
2018-06-24,Farm B,Silo 3,Truck,496,Wheat
2018-02-04,Farm A,Silo 1,Truck,136,Wheat
2018-12-23,Farm A,Silo 1,Rail,432,Wheat
2021-01-31,Farm B,Silo 3,Rail,367,Wheat
2019-07-07,Farm C,Silo 3,Rail,280,Wheat
2018-07-22,Farm B,Silo 1,Rail,353,Wheat
2019-08-18,Farm A,Silo 3,Rail,109,Wheat
2021-08-01,Farm B,Silo 3,Truck,322,Wheat
2018-04-15,Farm B,Silo 2,Rail,490,Wheat
2018-04-08,Farm A,Silo 1,Truck,255,Wheat
2020-10-04,Farm C,Silo 1,Rail,277,Wheat
2021-05-30,Farm A,Silo 1,Rail,165,Wheat
2021-03-21,Farm B,Silo 3,Truck,192,Wheat
2017-08-13,Farm C,Silo 1,Truck,392,Wheat
2018-10-07,Farm B,Silo 1,Rail,201,Wheat
2017-05-21,Farm A,Silo 2,Rail,319,Wheat
2019-02-17,Farm B,Silo 3,Truck,356,Wheat
2022-02-13,Farm C,Silo 2,Rail,230,Wheat
2018-11-11,Farm B,Silo 3,Rail,58,Wheat
2017-06-11,Farm A,Silo 3,Truck,116,Wheat
2021-03-28,Farm A,Silo 3,Rail,152,Wheat
2021-07-11,Farm A,Silo 1,Truck,241,Wheat
2020-09-20,Farm A,Silo 2,Truck,458,Wheat
2017-09-03,Farm B,Silo 2,Rail,269,Wheat
2018-07-22,Farm B,Silo 2,Rail,174,Wheat
2017-11-05,Farm B,Silo 2,Rail,63,Wheat
2020-07-05,Farm B,Silo 3,Rail,491,Wheat
2017-02-05,Farm C,Silo 1,Rail,422,Wheat
2017-09-03,Farm A,Silo 2,Truck,423,Wheat
2022-10-02,Farm C,Silo 2,Rail,253,Wheat
2021-12-12,Farm B,Silo 2,Rail,251,Wheat
2018-02-25,Farm B,Silo 2,Truck,408,Wheat
2017-01-22,Farm C,Silo 3,Truck,242,Wheat
2017-09-10,Farm A,Silo 1,Truck,243,Wheat
2018-10-14,Farm A,Silo 2,Rail,158,Wheat
2021-04-11,Farm C,Silo 1,Rail,246,Wheat
2022-01-09,Farm A,Silo 3,Rail,235,Wheat
2017-04-30,Farm B,Silo 3,Rail,78,Wheat
2017-07-23,Farm B,Silo 3,Rail,186,Wheat
2017-01-29,Farm C,Silo 1,Truck,167,Wheat
2021-09-19,Farm A,Silo 1,Truck,168,Wheat
2020-02-09,Farm C,Silo 1,Rail,336,Wheat
2020-03-22,Farm A,Silo 1,Rail,491,Wheat
2022-06-12,Farm B,Silo 2,Rail,331,Wheat
2020-12-27,Farm C,Silo 3,Truck,235,Wheat
2017-05-14,Farm C,Silo 2,Rail,273,Wheat
2017-08-06,Farm C,Silo 3,Truck,434,Wheat
2021-01-10,Farm A,Silo 1,Truck,114,Wheat
2020-11-08,Farm B,Silo 1,Truck,72,Wheat
2022-12-04,Farm A,Silo 1,Truck,239,Wheat
2020-03-01,Farm C,Silo 2,Truck,50,Wheat
2017-10-22,Farm A,Silo 3,Truck,378,Wheat
2022-09-18,Farm C,Silo 1,Rail,145,Wheat
2018-05-20,Farm C,Silo 1,Rail,152,Wheat
2019-04-07,Farm C,Silo 1,Rail,221,Wheat
2020-09-13,Farm A,Silo 1,Truck,455,Wheat
2019-11-10,Farm C,Silo 1,Truck,74,Wheat
2018-06-03,Farm B,Silo 1,Truck,220,Wheat
2018-10-28,Farm A,Silo 2,Truck,442,Wheat
2020-03-08,Farm C,Silo 3,Rail,100,Wheat
2019-01-13,Farm A,Silo 1,Truck,248,Wheat
2017-03-12,Farm A,Silo 2,Rail,438,Wheat
2018-07-15,Farm C,Silo 1,Rail,330,Wheat
2020-03-01,Farm B,Silo 3,Truck,396,Wheat
2022-04-03,Farm C,Silo 1,Truck,86,Wheat
2020-05-17,Farm C,Silo 3,Rail,237,Wheat
2019-12-15,Farm B,Silo 2,Truck,350,Wheat
2020-08-09,Farm A,Silo 2,Truck,417,Wheat
2022-01-16,Farm B,Silo 2,Rail,81,Wheat
2021-05-23,Farm C,Silo 2,Truck,110,Wheat
2019-01-06,Farm C,Silo 3,Truck,468,Wheat
2021-11-21,Farm A,Silo 3,Truck,183,Wheat
2019-09-08,Farm B,Silo 3,Truck,97,Wheat
2020-09-20,Farm C,Silo 1,Truck,204,Wheat
2021-09-05,Farm A,Silo 1,Truck,190,Wheat
2017-03-26,Farm C,Silo 3,Truck,169,Wheat
2017-12-03,Farm C,Silo 2,Rail,186,Wheat
2017-01-01,Farm B,Silo 1,Rail,146,Wheat
2019-01-27,Farm A,Silo 2,Rail,73,Wheat
2017-07-02,Farm A,Silo 3,Truck,116,Wheat
2021-09-19,Farm C,Silo 3,Rail,491,Wheat
2019-09-08,Farm B,Silo 3,Rail,469,Wheat
2022-11-27,Farm C,Silo 2,Rail,150,Wheat
2020-12-13,Farm A,Silo 1,Truck,337,Wheat
2021-09-05,Farm B,Silo 2,Rail,473,Wheat
2021-10-24,Farm B,Silo 3,Truck,442,Wheat
2019-11-03,Farm C,Silo 2,Rail,420,Wheat
2019-04-21,Farm B,Silo 3,Truck,266,Wheat
2019-08-25,Farm C,Silo 1,Rail,189,Wheat
2017-02-19,Farm A,Silo 1,Truck,498,Wheat
2021-01-03,Farm C,Silo 2,Rail,281,Wheat
2022-04-17,Farm C,Silo 3,Rail,191,Wheat
2020-02-09,Farm B,Silo 2,Rail,176,Wheat
2022-06-12,Farm B,Silo 3,Rail,96,Wheat
2020-05-31,Farm A,Silo 3,Truck,205,Wheat
2017-09-17,Farm A,Silo 1,Truck,178,Wheat
2021-12-12,Farm A,Silo 3,Truck,370,Wheat
2021-08-29,Farm A,Silo 3,Rail,427,Wheat
2019-08-25,Farm A,Silo 2,Truck,185,Wheat
2022-07-10,Farm B,Silo 1,Rail,481,Wheat
2017-05-21,Farm C,Silo 2,Truck,77,Wheat
2018-08-05,Farm C,Silo 2,Truck,481,Wheat
2022-07-03,Farm A,Silo 3,Truck,87,Wheat
2020-12-27,Farm B,Silo 3,Truck,317,Wheat
2019-05-12,Farm B,Silo 1,Truck,244,Wheat
2021-10-24,Farm A,Silo 3,Truck,102,Wheat
2022-07-03,Farm B,Silo 1,Rail,109,Wheat
2022-01-23,Farm A,Silo 2,Rail,353,Wheat
2017-03-19,Farm B,Silo 1,Rail,120,Wheat
2018-04-01,Farm C,Silo 2,Truck,114,Wheat
2019-08-11,Farm B,Silo 2,Truck,52,Wheat
2022-05-22,Farm A,Silo 1,Rail,91,Wheat
2020-05-31,Farm C,Silo 1,Rail,230,Wheat
2020-10-18,Farm B,Silo 3,Rail,133,Wheat
2022-06-26,Farm A,Silo 3,Truck,342,Wheat
2022-08-21,Farm A,Silo 2,Truck,240,Wheat
2019-10-27,Farm A,Silo 2,Truck,238,Wheat
2019-08-18,Farm C,Silo 2,Truck,491,Wheat
2022-10-09,Farm B,Silo 1,Truck,353,Wheat
2021-11-14,Farm B,Silo 1,Truck,487,Wheat
2019-03-31,Farm A,Silo 3,Truck,415,Wheat
2020-04-05,Farm B,Silo 1,Truck,247,Wheat
2022-08-21,Farm C,Silo 2,Truck,454,Wheat
2018-04-29,Farm B,Silo 3,Truck,434,Wheat
2017-11-26,Farm B,Silo 2,Truck,145,Wheat
2019-12-15,Farm B,Silo 3,Rail,190,Wheat
2021-10-03,Farm B,Silo 3,Rail,359,Wheat
2018-09-30,Farm C,Silo 2,Truck,155,Wheat
2017-08-27,Farm C,Silo 3,Rail,310,Wheat
2022-06-19,Farm B,Silo 2,Truck,141,Wheat
2021-09-26,Farm C,Silo 3,Rail,130,Wheat
2019-12-22,Farm A,Silo 2,Rail,394,Wheat
2021-06-06,Farm C,Silo 2,Rail,343,Wheat
2017-09-17,Farm A,Silo 1,Truck,469,Wheat
2021-04-25,Farm C,Silo 1,Rail,50,Wheat
2018-04-08,Farm B,Silo 1,Truck,123,Wheat
2019-10-06,Farm C,Silo 1,Truck,473,Wheat
2019-04-14,Farm A,Silo 3,Truck,489,Wheat
2019-07-21,Farm C,Silo 2,Truck,132,Wheat
2022-01-09,Farm A,Silo 1,Truck,390,Wheat
2017-07-09,Farm C,Silo 3,Truck,484,Wheat
2018-12-23,Farm C,Silo 3,Rail,451,Wheat
2017-05-28,Farm B,Silo 2,Truck,115,Wheat
2019-05-12,Farm B,Silo 2,Truck,331,Wheat
2018-11-11,Farm C,Silo 3,Rail,229,Wheat
2021-11-14,Farm C,Silo 1,Rail,263,Wheat
2020-02-23,Farm B,Silo 1,Rail,114,Wheat
2018-04-22,Farm A,Silo 2,Truck,417,Wheat
2018-10-07,Farm A,Silo 2,Truck,355,Wheat
2021-01-03,Farm A,Silo 3,Truck,344,Wheat
2021-04-11,Farm B,Silo 3,Truck,389,Wheat
2017-11-12,Farm A,Silo 2,Rail,229,Wheat
2019-10-13,Farm C,Silo 1,Rail,222,Wheat
2021-09-12,Farm B,Silo 1,Truck,59,Wheat
2019-02-17,Farm A,Silo 3,Rail,186,Wheat
2017-04-30,Farm B,Silo 3,Rail,320,Wheat
2019-08-18,Farm C,Silo 3,Truck,441,Wheat
2019-07-28,Farm A,Silo 1,Rail,192,Wheat
2020-09-20,Farm B,Silo 3,Truck,129,Wheat
2018-01-07,Farm A,Silo 3,Rail,54,Wheat
2018-04-22,Farm A,Silo 1,Truck,403,Wheat
2022-07-24,Farm B,Silo 3,Rail,370,Wheat
2017-10-15,Farm B,Silo 1,Rail,182,Wheat
2022-07-31,Farm C,Silo 3,Truck,441,Wheat
2021-02-14,Farm B,Silo 3,Rail,311,Wheat
2020-01-19,Farm C,Silo 2,Truck,122,Wheat
2021-03-14,Farm B,Silo 3,Truck,309,Wheat
2021-04-25,Farm A,Silo 3,Rail,148,Wheat
2022-01-30,Farm A,Silo 2,Rail,385,Wheat
2022-01-30,Farm B,Silo 1,Rail,478,Wheat
2017-11-12,Farm A,Silo 3,Truck,421,Wheat
2019-04-21,Farm A,Silo 2,Rail,222,Wheat
2021-07-25,Farm B,Silo 2,Truck,422,Wheat
2017-04-23,Farm C,Silo 2,Rail,282,Wheat
2017-09-03,Farm A,Silo 1,Truck,384,Wheat
2017-11-05,Farm C,Silo 3,Rail,206,Wheat
2020-06-14,Farm A,Silo 3,Rail,267,Wheat
2017-01-01,Farm A,Silo 3,Rail,271,Wheat
2017-01-15,Farm C,Silo 3,Rail,298,Wheat
2022-10-02,Farm A,Silo 1,Truck,487,Wheat
2022-09-18,Farm C,Silo 3,Rail,317,Wheat
2018-06-03,Farm A,Silo 1,Rail,271,Wheat
2019-12-15,Farm A,Silo 3,Truck,354,Wheat
2022-04-24,Farm C,Silo 3,Truck,97,Wheat
2017-05-07,Farm B,Silo 1,Rail,89,Wheat
2020-01-26,Farm B,Silo 2,Truck,297,Wheat
2018-09-02,Farm C,Silo 1,Truck,98,Wheat
2019-04-07,Farm A,Silo 1,Rail,415,Wheat
2018-11-18,Farm C,Silo 1,Rail,399,Wheat
2020-11-29,Farm A,Silo 1,Truck,253,Wheat
2020-05-24,Farm B,Silo 1,Truck,342,Wheat
2020-05-10,Farm C,Silo 3,Rail,350,Wheat
2020-07-12,Farm B,Silo 1,Rail,318,Wheat
2020-02-09,Farm C,Silo 3,Truck,203,Wheat
2022-03-13,Farm B,Silo 3,Rail,249,Wheat
2019-05-26,Farm A,Silo 2,Rail,177,Wheat
2022-02-20,Farm B,Silo 2,Rail,382,Wheat
2022-04-10,Farm B,Silo 3,Truck,116,Wheat
2021-05-09,Farm B,Silo 3,Truck,349,Wheat
2019-09-29,Farm A,Silo 2,Truck,301,Wheat
2019-12-01,Farm C,Silo 1,Truck,318,Wheat
2022-02-13,Farm C,Silo 1,Rail,482,Wheat
2021-04-18,Farm C,Silo 1,Rail,94,Wheat
2018-12-30,Farm A,Silo 3,Truck,154,Wheat
2017-12-31,Farm C,Silo 1,Rail,131,Wheat
2022-01-02,Farm C,Silo 3,Truck,65,Wheat
2021-04-18,Farm A,Silo 2,Truck,268,Wheat
2017-04-23,Farm B,Silo 2,Truck,422,Wheat
2017-11-12,Farm B,Silo 2,Truck,150,Wheat
2019-04-28,Farm A,Silo 1,Rail,480,Wheat
2017-08-27,Farm C,Silo 3,Rail,146,Wheat
2019-03-03,Farm C,Silo 2,Truck,313,Wheat
2019-03-31,Farm B,Silo 3,Truck,185,Wheat
2021-04-18,Farm C,Silo 3,Truck,144,Wheat
2019-11-17,Farm B,Silo 2,Truck,496,Wheat
2022-11-06,Farm B,Silo 3,Truck,126,Wheat
